Course,Error Message,Meeting Days,Start Time,End Time,Meeting Type (Discussion Lecture etc),Section Notes,Section Text,Section Capp Area,XML Link
EALC 276,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/276.xml
EALC 280,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/280.xml
EALC 285,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/285.xml
EALC 287,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/287.xml
EALC 305,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/305.xml
EALC 306,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/306.xml
EALC 327,,TR,02:00 PM,03:20 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EALC/327/78359.xml
EALC 365,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/365.xml
EALC 367,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EALC/367.xml
ENGL 211,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/211.xml
ENGL 276,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/276.xml
ENGL 285,,MWF,01:00 PM,01:50 PM,LCD,,"FA23 ENGL 285 Postcolonial Lit in English - Manisha Basu: As Deepika Bahri writes, although there is considerable debate about the exact parameters of the field and even the definition of the term postcolonial, in a very general sense, it refers to the interactions between European nations and the societies they colonized in the modern period. These interactions were violent, sometimes grotesquely funny, always shifting, and above all, transformative for both sides – colonizer and colonized. This is why we begin our course with a text that despite having been authored by perhaps the most representative literary figure of the Western canon expresses a distinctly uneasy relationship with the colonial encounter. As such, William Shakespeare's The Tempest will function as our entry point into a host of other writings, including, by the iconic Nigerian novelist, Chinua Achebe, the Antiguan writer, Jamaica Kincaid, the West Indian poet, Derek Walcott, the South African novelist, Doris Lessing, and the Indian theoretician, Ania Loomba, all composed in the wake of mid-twentieth century liberation struggles across the globe. At this time, many writers from what used to be called the third-world began to give expression to their cultural experiences in the language of the former colonial power. Given that it is called Postcolonial Literature in English, it is the language of the former colonial power that will be significant for our readings in this course. We will strive to understand what forms the Queen's English takes as it attempts to carry the weight of diverse realities, as it negotiates the taut relations between class, gender, racial and religious identities, and as it shapes and reshapes itself in the midst of changing social institutions, lifestyles, and habits.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/285/32221.xml
ESE 106,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ESE/106.xml
GGIS 101,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GGIS/101/76830.xml
GGIS 106,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GGIS/106.xml
GLBL 250,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GLBL/250.xml
GLBL 272,,T,11:00 AM,12:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/272/71546.xml
GWS 288,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/288.xml
GWS 380,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/380.xml
HDFS 220,,TR,11:00 AM,12:20 PM,OLC,,Seats may be reserved by class level or major.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HDFS/220/53614.xml
HIST 100,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55493.xml
HIST 100,,W,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55494.xml
HIST 100,,R,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55495.xml
HIST 100,,W,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55496.xml
HIST 100,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55498.xml
HIST 100,,W,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55499.xml
HIST 100,,R,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55500.xml
HIST 100,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55501.xml
HIST 100,,W,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/55502.xml
HIST 100,,R,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/67151.xml
HIST 100,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/67152.xml
HIST 100,,R,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/71407.xml
HIST 100,,,ARRANGED,,OLC,,"Description: In this course we will study the world in the early modern period, from the thirteenth through the early nineteenth century. This was the first global age, when trade, conquest, and colonization connected all parts of the globe as never before. By 1800, all large areas of human settlement and culture everywhere on Earth interacted with one another – some only barely, others in deep and transforming ways.  Day1Access course materials cost $34.76. For more information see https://go.illinois.edu/Day1Access.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/100/30338.xml
HIST 105,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/105.xml
HIST 106,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/106.xml
HIST 111,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/111.xml
HIST 112,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/112.xml
HIST 120,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/120/34313.xml
HIST 120,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/120/34314.xml
HIST 120,,W,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/120/34315.xml
HIST 120,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/120/34316.xml
HIST 120,,W,04:00 PM,04:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/120/34317.xml
HIST 120,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/120/34318.xml
HIST 120,,MW,01:00 PM,01:50 PM,LEC,,"Description:  The Twentieth-first Century is increasingly hailed by political commentators and historians as the “Asian Century” and the “Chinese Century.” The re-emergence of China as an economic and political power in the closing decades of the last century has created strong interests as well as concerns about a world in which one dominating power is an East Asian country. Deep-rooted stereotypes and uninformed speculations have further bewildered and troubled scholars and the public in the West about the reasons for the miraculous rise of China and the implications of its ascendancy for the world. How China and Japan developed into great powers as they did after WWII and the Cold War calls for a better understanding of the past of these two countries. We will explore issues of critical importance to our understanding of East Asian cultures and history from contemporary perspectives: issues such as identity formation, gender and women’s experience, power and knowledge production, racism, as well as imperialism, etc.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/120/34319.xml
HIST 130,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/130.xml
HIST 135,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/135.xml
HIST 205,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/205.xml
HIST 211,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/211.xml
HIST 212,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/212.xml
HIST 213,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/213.xml
HIST 220,,TR,11:00 AM,12:20 PM,LCD,,Topic:  TBD Description:  TBD,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/220/49157.xml
HIST 221,,MWF,10:00 AM,10:50 AM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/221/49260.xml
HIST 222,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/222.xml
HIST 226,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/226.xml
HIST 227,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/227.xml
HIST 325,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/325.xml
HIST 327,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/327.xml
HNDI 115,,TR,04:00 PM,05:20 PM,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HNDI/115/64872.xml
LA 222,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/LA/222.xml
LAST 170,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/33386.xml
LAST 170,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/33322.xml
LAST 170,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/33392.xml
LAST 170,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/33500.xml
LAST 170,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/34899.xml
LAST 170,,F,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/34918.xml
LAST 170,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/45963.xml
LAST 170,,MW,11:00 AM,11:50 AM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/170/35318.xml
LAST 210,,TR,03:00 PM,04:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LAST/210/73705.xml
LING 115,,TR,04:00 PM,05:20 PM,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/115/64859.xml
LING 222,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/222/73223.xml
LING 222,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/222/73225.xml
LING 222,,MW,12:00 PM,12:50 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/LING/222/73222.xml
MACS 207,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/MACS/207.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37729.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37732.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37733.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37735.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37737.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37738.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37739.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37740.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37741.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37742.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37743.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37744.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/75811.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/75812.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/75813.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37750.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37755.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37760.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37762.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37816.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37817.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37820.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37821.xml
MUS 133,,,ARRANGED,,OD ,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37823.xml
MUS 133,,MW,11:00 AM,11:50 AM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/MUS/133/37728.xml
PHIL 110,,R,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/38383.xml
PHIL 110,,R,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/38413.xml
PHIL 110,,R,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/38439.xml
PHIL 110,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/38460.xml
PHIL 110,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/58844.xml
PHIL 110,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/61601.xml
PHIL 110,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/61603.xml
PHIL 110,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/61605.xml
PHIL 110,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/61607.xml
PHIL 110,,F,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/64069.xml
PHIL 110,,TR,09:00 AM,09:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PHIL/110/38458.xml
PS 152,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/PS/152.xml
PS 241,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/PS/241.xml
PS 242,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/PS/242.xml
PS 243,,TR,03:30 PM,04:50 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/PS/243/43111.xml
REES 265,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REES/265.xml
REL 104,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/104/68182.xml
REL 104,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/104/68183.xml
REL 104,,R,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/104/68185.xml
REL 104,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/104/68190.xml
REL 104,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/104/68193.xml
REL 104,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/104/68194.xml
REL 104,,MW,10:00 AM,10:50 AM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/104/68127.xml
REL 110,,R,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67749.xml
REL 110,,R,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67750.xml
REL 110,,R,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67753.xml
REL 110,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67757.xml
REL 110,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67761.xml
REL 110,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67762.xml
REL 110,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67763.xml
REL 110,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67767.xml
REL 110,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67768.xml
REL 110,,F,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67771.xml
REL 110,,TR,09:00 AM,09:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/110/67741.xml
REL 115,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/115.xml
REL 122,,W,04:00 PM,06:50 PM,OLC,,This course will utilize Zoom.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/122/67810.xml
REL 132,,F,04:00 PM,06:50 PM,OLC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/132/68216.xml
REL 208,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/208.xml
REL 214,,TR,11:00 AM,12:20 PM,LCD,,"History of Islamic thought from the time of Muhammad to the present, including the prophethood of Muhammad, the Qur'an, theology and law, mysticism and philosophy, sectarian movements, modernism, political Islam, gender and Muslims in Europe and America.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/214/70014.xml
REL 215,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/215.xml
REL 223,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/223.xml
REL 224,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/224.xml
REL 225,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/225.xml
REL 260,,TR,02:00 PM,03:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/REL/260/70075.xml
REL 286,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/286.xml
REL 287,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/REL/287.xml
SAME 150,,M,02:00 PM,03:50 PM,LCD,,"Interdisciplinary overview of the major aspects of the contemporary Arab culture. Based on scholarly research, textual resources, media, and literature from both the Arab World and elsewhere, examines the Arab people's historical background; language varieties; literary traditions; and representative social institutions.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SAME/150/55018.xml
SAME 152,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SAME/152.xml
SAME 208,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SAME/208.xml
SAME 214,,TR,11:00 AM,12:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SAME/214/70015.xml
SAME 223,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SAME/223.xml
SAME 250,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SAME/250.xml
SAME 260,,TR,02:00 PM,03:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SAME/260/70832.xml
SAME 265,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SAME/265.xml
SAME 272,,T,11:00 AM,12:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/SAME/272/71548.xml
SOC 160,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SOC/160.xml
SOC 222,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SOC/222.xml
SOC 265,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/SOC/265.xml
TURK 270,,T,11:00 AM,12:20 PM,LCD,,This course will be taught in English.  There are no course prerequisites.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/TURK/270/71543.xml
UP 185,,MW,11:00 AM,12:20 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/UP/185/77243.xml
ADV 476,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ADV/476.xml
AFRO 221,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/AFRO/221.xml
ANSC 250,,,ARRANGED,,ONL,,This is a 3-credit hour online course that is completely asynchronous. There are no planned meeting times for this course.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ANSC/250/53235.xml
ANSC 250,,R,12:30 PM,01:50 PM,ONL,,This is a 3-credit hour online course with both asynchronous and synchronous content. Students will complete online lecture material in addition to one planned class meeting each week.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ANSC/250/73939.xml
ANTH 101,,,ARRANGED,,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ANTH/101/55549.xml
ANTH 108,,TR,11:00 AM,12:20 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ANTH/108/38393.xml
ANTH 109,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ANTH/109.xml
ANTH 180,,MW,03:00 PM,04:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ANTH/180/31310.xml
ANTH 209,,MW,01:00 PM,02:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ANTH/209/37065.xml
ANTH 250,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ANTH/250.xml
ANTH 268,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ANTH/268.xml
ANTH 277,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ANTH/277.xml
ANTH 279,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ANTH/279.xml
ANTH 393,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ANTH/393.xml
ARCH 314,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ARCH/314.xml
ART 205,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ART/205.xml
ARTH 110,,F,09:00 AM,09:50 AM,DIS,,"Discussion sections begin after the 1st lecture. Some seats are reserved for A&D majors, some for Art History, and some for non-A&D majors. If you receive a ""reserve closed"" error, all seats for your major are filled, check back on July 18. Any available seats left on July 18 will be made available to all majors.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ARTH/110/70000.xml
ARTH 110,,F,10:00 AM,10:50 AM,DIS,,"Discussion sections begin after the 1st lecture. Some seats are reserved for A&D majors, some for Art History, and some for non-A&D majors. If you receive a ""reserve closed"" error, all seats for your major are filled, check back on July 18. Any available seats left on July 18 will be made available to all majors.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ARTH/110/70001.xml
ARTH 110,,F,02:00 PM,02:50 PM,DIS,,"Discussion sections begin after the 1st lecture. Some seats are reserved for A&D majors, some for Art History, and some for non-A&D majors. If you receive a ""reserve closed"" error, all seats for your major are filled, check back on July 18. Any available seats left on July 18 will be made available to all majors.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ARTH/110/70002.xml
